offering,unit_name,building,sub_community,community,emirate,property_type,bedrooms,bathrooms,size_sqft,furnished,price_aed,previous_price_aed,price_drop_pct,price_period,agent,agency,dld_permit,listed_date,listing_reference,url
rent,Furnished | High Floor | Maids Room,Horizon Tower,,Dubai Marina,Dubai,Apartment,4,4,2408,YES,185000,215116,14,yearly,Rawda Moustafa ,GOLDEN WHITE REAL ESTATE L.L.C,7115997300,2026-05-22T13:14:08Z,RO-6953-1779454728570,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-horizon-tower-92718942.html
rent,LUXURIOUS | FULLY FURNISHED | BEST VIEW,The Residences 1,The Residences,Downtown Dubai,Dubai,Apartment,1,2,915,YES,150000,174419,14,yearly,Rada Sultanovna,A 2 PROPERTIES L.L.C,7116504700,2026-07-17T12:04:19Z,A2Pro-R-113485,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-the-residences-the-residences-1-117267314.html
rent,Brand New | Mid Floor | Ready To Move,Vida Dubai Mall Tower 1,Vida Residences Dubai Mall,Downtown Dubai,Dubai,Apartment,1,2,860,YES,120000,139535,14,yearly,Fatima Ali Tirmizi,Elan Real Estate,7192088509,2026-07-21T09:50:54Z,1BED-Vida1-Rent,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-vida-residences-dubai-mall-vida-dubai-mall-tower-1-119033451.html
sale,HOT DEAL | Waterfront | Exclusive | Fully Upgraded,Elysian Mansions,Elysian Mansions,Tilal Al Ghaf,Dubai,Villa,6,7+,15069,NO,47000000,54022989,13,sell,Sulaman Qusam,KEVO LIVING REAL ESTATE L.L.C,65405298200,2026-07-24T14:15:46Z,NDENF5ZXZ7MQKTQ5TT8PMR5ZSG,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-tilal-al-ghaf-elysian-mansions-120669290.html
sale,Luxury 5BR Duplex| Private Pool |Burj Khalifa View,Imperial Avenue,,Downtown Dubai,Dubai,Duplex,5,6,6109,NO,23900000,27471264,13,sell,Ala Faissal Alhamed,SKYRA LUMERA For Real Estate Buying & Selling Brokerage CO. L.L.C S.O.Cge CO. L.L.C S.O.C,7140652328,2026-06-29T07:02:14Z,22GD5VKBMF6GZ7BKB40Q9BZTJM,https://www.propertyfinder.ae/en/plp/buy/duplex-for-sale-dubai-downtown-dubai-imperial-avenue-109027480.html
sale,Distress Deal | OP Price | 5BR Palace Villa,,,The Oasis by Emaar,Dubai,Villa,5,7+,8267,PARTLY,14557888,16733205,13,sell,Yining Liu,Unlimited potential real estate l.l.c,65724178255,2026-05-15T06:16:08Z,577VZWQTP1MTQ5M7PBSTDH0TCC,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-the-oasis-by-emaar-89618091.html
sale,5 BR Villa | Private Pool | Spacious Layout,District 1,District 1,Jumeirah Park,Dubai,Villa,5,6,9382,NO,13500000,15517241,13,sell,Mountaser Kabbani,Morgan's International Realty,6513584500,2026-06-22T10:05:21Z,mir-MR3234,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-jumeirah-park-district-1-105968644.html
sale,BEST CORNER UNIT DIRECT ON THE PARK | READY SOON,Jouri Hills,Jouri Hills,Jumeirah Golf Estates,Dubai,Townhouse,4,5,3998,PARTLY,7399990,8505736,13,sell,Mark Steven Boden,Elite Property DXB,65560394049,2026-07-06T08:39:52Z,EPS-S-11317,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-jumeirah-golf-estates-jouri-hills-112286120.html
sale,Prime Standalone | Luxury | Motivated Seller,Athlon by Aldar,Leon at Athlon,Dubai Land,Dubai,Villa,3,4,3480,NO,4800000,5517241,13,sell,Lin Zhou,Savills Dubai,65619941650,2026-06-22T05:41:35Z,VI47620,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-dubai-land-athlon-by-aldar-leon-at-athlon-105950309.html
sale,Genuine Unit | No Brokers | Investor Deal,Antigua 1,Damac Islands 2,Dubai Land,Dubai,Villa,5,6,1550,NO,3150000,3620690,13,sell,Priyanka Sharma,HABSTONE HOMES REAL ESTATE,69885553290,2026-06-16T18:35:39Z,X5C0FVPS7TCWB5TJE1Z7NDPRPW,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-dubai-land-damac-islands-2-antigua-1-103280191.html
sale,4BR Villa | Bali 2 | Lagoon & Park Views | Resort,Bali at Damac Islands,,DAMAC Islands,Dubai,Townhouse,4,5,1550,NO,1980000,2275862,13,sell,Priyanka Sharma,HABSTONE HOMES REAL ESTATE,69709951884,2026-06-30T12:02:44Z,TA-BALI-TH4-,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-damac-islands-bali-at-damac-islands-109502265.html
sale,Exclusive | Marina View | Furnished | High ROI,Marina Star,,Dubai Marina,Dubai,Apartment,studio,1,480,YES,1400000,1609195,13,sell,Bahar Aliyeva,Keller Williams Sheikh Zayed Road,7117484197,2026-06-11T09:48:33Z,L-1667,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-dubai-marina-marina-star-101272201.html
sale,High Floor | Canal View | Fully Furnished,Trillionaire Residences,,Business Bay,Dubai,Apartment,studio,1,530,YES,1300000,1494253,13,sell,Harry Howlett,XO,71508673976,2026-06-23T12:54:12Z,XO-24107,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-business-bay-trillionaire-residences-106420420.html
sale,Furnished Luxury Studio | Canal View | High Floor,Trillionaire Residences,,Business Bay,Dubai,Apartment,studio,1,530,YES,1300000,1494253,13,sell,Yesim Gulec,EVALIS REAL ESTATE L.L.C,,2026-05-22T17:49:18Z,MFC3HBJCDNNTVVJR5SAMGMV07R,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-business-bay-trillionaire-residences-92726974.html
sale,Furnished Studio | Lake Terrace JLT | High Floor,Lake Terrace,JLT Cluster D,Jumeirah Lake Towers,Dubai,Apartment,studio,1,489,NO,950000,1091954,13,sell,Abu Ahmed Kamal Alhag Kamal Ahmed,Water Edge Real Estate Broker,7122983700,2026-06-29T12:55:40Z,WE-S-ADMIN320,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-jumeirah-lake-towers-jlt-cluster-d-lake-terrace-109052629.html
sale,Stunning Apartment | Luxury Living | Good Deal,District 10,Binghatti Apex,Jumeirah Village Circle,Dubai,Apartment,studio,1,417,NO,710000,816092,13,sell,Rizwan Tariq ,fam Properties - Branch 16,71624741369,2026-07-02T13:18:11Z,PF-wYfu-AS-174536,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-jumeirah-village-circle-district-10-binghatti-apex-110528864.html
sale,High ROI | PRIME LOCATION | INVESTOR DEAL,Aykon City Tower B,Aykon City,Business Bay,Dubai,Apartment,studio,1,427,YES,700000,804598,13,sell,Mariam Awad,Homes 4 Life Real Estate - 71,7128110364,2026-07-15T10:54:52Z,H4L-3626200,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-business-bay-aykon-city-aykon-city-tower-b-116369124.html
sale,Modern Layout | Prime Location | Elegant Apartment,Binghatti Hillviews,Binghatti Hillviews,Dubai Science Park,Dubai,Apartment,studio,1,426,NO,700000,804598,13,sell,Milan Stankovic,Driven Properties,71754292042,2026-07-08T08:45:37Z,DP-S-62352,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-dubai-science-park-binghatti-hillviews-113251349.html
sale,Studio | Azizi Venice 14 | Waterfront Community,Azizi Venice 14 Building G,Azizi Venice 14,Dubai South (Dubai World Central),Dubai,Apartment,studio,1,366,PARTLY,650000,747126,13,sell,Zurab Sukhiashvili,WAWI REAL ESTATE L.L.C,71611767259,2026-06-23T06:32:40Z,3B5FCDPCXWZDCVCNM72YWD1N00,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-dubai-south-dubai-world-central-azizi-venice-azizi-venice-14-azizi-venice-14-building-g-106391095.html
sale,INVESTOR DEAL | NEAR TO COMPLETE  | PARK VIEW,District 13,Q Gardens Lofts,Jumeirah Village Circle,Dubai,Apartment,studio,1,427,YES,650000,747126,13,sell,Ahsan Nawaz,Stone Bridge Real Estate,71426367944,2026-05-25T13:32:14Z,STB-S-2714,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-jumeirah-village-circle-district-13-q-gardens-lofts-94022418.html
rent,4 BR | Vacant Now | Private Pool,Balqis Residence Block A,Balqis Residences,Palm Jumeirah,Dubai,Penthouse,3,5,6270,YES,649000,745977,13,yearly,Michael McSorley,OAK STREET REAL ESTATE BROKER L.L.C,7117992725,2026-06-29T09:44:23Z,2PFGPRQ43Z2XRZRYTTQY2MFWYW,https://www.propertyfinder.ae/en/plp/rent/penthouse-for-rent-dubai-palm-jumeirah-the-crescent-kingdom-of-sheba-balqis-residences-balqis-residence-block-a-109039111.html
rent,Burj Khalifa View | 3 Bed + Maids | Vacant,Miska 1,Miska,Downtown Dubai,Dubai,Apartment,3,4,1966,NO,350000,402299,13,yearly,Filipa Carreira,Strada,7118568800,2026-07-23T07:41:14Z,L-185430,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-old-town-miska-miska-1-120163717.html
rent,Majestic Top Home | Full Panoramic View | Bills IN,Orra Harbour Residences and Hotel Apartments,Orra Harbour Residences and Hotel Apartments,Dubai Marina,Dubai,Apartment,4,4,3061,YES,350000,402299,13,yearly,Alena Koshkina,Blue Lagoons Real Estate,7117830651,2026-07-07T09:28:59Z,Alena-R-Orra001,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-orra-harbour-residences-and-hotel-apartments-112741748.html
rent,Furnished |  Water View | Negotiable,Horizon Tower,,Dubai Marina,Dubai,Apartment,4,4,2451,PARTLY,235000,270115,13,yearly,Priyanka Narang,Banke International Properties - Al Furjan,7115853800,2026-06-19T06:00:01Z,BIR-24-7253,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-horizon-tower-104669385.html
rent,Brand New | With Private Pool | 4BHK Duplex,The Double,International City Phase 2,Al Warsan,Dubai,Apartment,4,4,3078,NO,170000,195402,13,yearly,Mansoor Khan Farman Ali,D I O SKY REAL ESTATE BROKERAGE L.L.C,71926321602,2026-06-15T10:10:36Z,warsan7_mansoor-PF-1,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-warsan-al-warsan-4-international-city-phase-2-the-double-102829315.html
rent,Duplex Penthouse | Massive | Brand New,Equiti Home B,Equiti Home,Al Furjan,Dubai,Apartment,4,5,2989,NO,165000,189655,13,yearly,Mikail Olaogun,Luxfolio Real Estate Brokers LLC,71586915884,2026-06-19T09:30:15Z,LXF-R-176492,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-equiti-home-al-furjan-equiti-home-b-104679413.html
rent,Golf View Townhouse | Trump Estates | DAMAC Hills,Belair Damac Hills - By Trump Estates,Belair Damac Hills - By Trump Estates,Damac Hills,Dubai,Townhouse,4,3,1615,NO,165000,189655,13,yearly,Manal Akhouaji,Allegiance Real Estate,65364269782,2026-07-23T10:30:57Z,AGR-R-05044,https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-damac-hills-belair-damac-hills-by-trump-estates-120173382.html
rent,1 BED | UNFURNISHED |  COMMUNITY  AND POOL VIEW,Yansoon 2,Yansoon,Downtown Dubai,Dubai,Apartment,1,1,806,NO,100000,114943,13,yearly,Ramandeep Singh Dhillon,Bridges and Allies Real Estate Brokers,7118596800,2026-07-24T14:21:15Z,BAA-R-17992,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-old-town-yansoon-yansoon-2-120669488.html
sale,Brand New | Custom Built | Basement | True Vastu,The Parkway at Dubai Hills,The Parkway at Dubai Hills,Dubai Hills Estate,Dubai,Villa,5,7,13570,YES,61000000,69318182,12,sell,Momin Mehmood,Fam Properties - Branch 9,6529098854,2026-07-09T07:02:55Z,PF-INxm-VS-161334,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-dubai-hills-estate-the-parkway-at-dubai-hills-113696989.html
sale,Vastu North East Facing *Just Pay 5 Million Now,Sobha Elwood,Sobha Elwood,Dubai Land,Dubai,Villa,4,7,6190,NO,9100000,10340909,12,sell,Nisha Shetty,Positive Properties,65723582722,2026-07-03T11:46:47Z,Posit-S-107245,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-dubai-land-sobha-elwood-110973331.html
sale,5BR+Maid | Corner | Single Row | Genuine Resale,Morocco,Morocco,Damac Lagoons,Dubai,Townhouse,5,6,2301,NO,5000000,5681818,12,sell,Ahmed Almustafa Mohamed Ahmed Abdallh,KAYAN HOME REAL ESTATE L.L.C,65508792866,2026-07-10T06:26:11Z,KVG53YJ14JJW22SJT6PNMZ2EVC,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-damac-lagoons-morocco-114150612.html
sale,Luxury Villa | Motivated Seller | Prime Location,Rivera at the Valley,Rivera at the Valley,The Valley,Dubai,Villa,4,5,3999,NO,4300000,4886364,12,sell,Mohamed Nasr Mohamed Aboushousha,MAB DEVELOP PROJECT DEVELOPMENT CONSULTANT CO. L.L.C,69632551476,2026-07-01T12:29:59Z,Yaseen-Sale-01,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-the-valley-rivera-at-the-valley-110071667.html
sale,HOT DEAL - VACANT - HUGE LAYOUT,District 14,Shamal Terraces,Jumeirah Village Circle,Dubai,Townhouse,3,5,4506,NO,3185000,3619318,12,sell,Mohamad Maktbe,Al Bishri Real Estate,6967518640,2026-04-30T16:00:40Z,C3XAMKRHMJDBG6WZMGBSM3Q6GW,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-jumeirah-village-circle-district-14-shamal-terraces-83249576.html
sale,Luxury 4 Bedroom Villa | G+1+Roof | Family Living,Violet,Violet 2,Damac Hills 2,Dubai,Villa,4,4,2259,NO,2100000,2386364,12,sell,Fares Safar,Assets Real Estate,65637860392,2026-07-02T13:33:21Z,KJZ3T2YGQYE101TVG75PFBKRQW,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-damac-hills-2-violet-violet-2-110529840.html
rent,Beach Living | Furnished | Panoramic Sea Views,Oceana Aegean,Oceana,Palm Jumeirah,Dubai,Penthouse,4,3,5354,YES,1590000,1806818,12,yearly,Maxime Simao,Driven Properties,7125890100,2026-06-18T12:41:56Z,DPF-R-44457,https://www.propertyfinder.ae/en/plp/rent/penthouse-for-rent-dubai-palm-jumeirah-oceana-oceana-aegean-104257759.html
sale,Motivated Seller | Prime Location | Modern Living,The Central Downtown D,The Central Downtown,Arjan,Dubai,Apartment,studio,1,475,NO,750000,852273,12,sell,Mohamed Nasr Mohamed Aboushousha,MAB DEVELOP PROJECT DEVELOPMENT CONSULTANT CO. L.L.C,71566461292,2026-05-13T11:14:29Z,Lena-Sale-16,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-arjan-the-central-downtown-the-central-downtown-d-88753508.html
sale,Freehold | Exclusive | Vastu Compliant,District 11,Oakley Square Residences,Jumeirah Village Circle,Dubai,Apartment,studio,1,506,PARTLY,750000,852273,12,sell,Smeet R,ALAYAM REAL ESTATE L.L.C,71392083224,2026-05-13T08:16:02Z,Ap-S-OSR,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-jumeirah-village-circle-district-11-oakley-square-residences-88738685.html
sale,MODERN ELEGANCE | INVESTOR'S PICK | HIGH ROI,Seslia Tower,District 4,Jumeirah Village Triangle,Dubai,Apartment,studio,1,391,YES,599000,680682,12,sell,Muhannad Ibrahem,BROKERIN REAL ESTATE,71464604560,2026-06-17T09:37:52Z,803-71464604560,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-jumeirah-village-triangle-district-4-seslia-tower-103689876.html
sale,Elegant Studio | High ROI Potential | MAG 565,MAG 565,Mag 5 Boulevard,Dubai South (Dubai World Central),Dubai,Apartment,studio,1,410,PARTLY,530000,602273,12,sell,Seyed Hossein,TRUSTKEY REAL ESTATE L.L.C,71137032060,2026-06-20T11:37:54Z,Sheza-MAGBoulevard-Sale,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-dubai-south-dubai-world-central-residential-district-mag-5-boulevard-mag-565-105120717.html
rent,3 Bedrooms | Furnished | Vacant | Luxury,Five Palm Jumeirah,,Palm Jumeirah,Dubai,Apartment,3,4,2325,YES,525000,596591,12,yearly,Ben Bandari,BENCO REAL ESTATE L.L.C,7117818875,2026-07-23T05:43:32Z,Benan-R-115782,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-palm-jumeirah-five-palm-jumeirah-120160828.html
sale,BELOW OP | GENUINE RESALE | OPEN VIEWS,Azizi Milan 51,,City of Arabia,Dubai,Apartment,studio,1,337,NO,510000,579545,12,sell,Eugen-Iulian Serban,LIVRICHY REAL ESTATE BROKERAGE LLC,71740684054,2026-07-10T09:31:13Z,LIV-S-AZIZIMILAN-MN,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-city-of-arabia-azizi-milan-51-114159543.html
rent,Corner Unit | Vacant Now | Panoramic View,The Palm Tower,,Palm Jumeirah,Dubai,Apartment,1,2,1113,YES,220000,250000,12,yearly,Ben Lynd,White & Co Real Estate,7122940568,2026-07-21T10:27:44Z,RL-232913,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-palm-jumeirah-the-palm-tower-119035896.html
rent,Premium Full Sea Views | Upgraded | Vacant Now,Sadaf 8,Sadaf,Jumeirah Beach Residence,Dubai,Apartment,4,5,2827,NO,220000,250000,12,yearly,Adnan Hanif,Megapolis Real Estate,7115785400,2026-05-22T11:48:52Z,AA-3014,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-sadaf-sadaf-8-92713067.html
rent,Spacious 4BR Apartment | Premium JBR Location,Sadaf 8,Sadaf,Jumeirah Beach Residence,Dubai,Apartment,4,5,2851,NO,195000,221591,12,yearly,Muhammad Talal Khan,Royal Home Real Estate,7115786000,2026-06-25T13:47:05Z,PL-28398126,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-sadaf-sadaf-8-107308714.html
rent,3BHK+Maid | 3 Parking | Private Pool | Lux Living,Gemz by Danube,,Al Furjan,Dubai,Duplex,3,4,2158,YES,150000,170455,12,yearly,Zeeshan Ali,RISING GATES PROPERTIES,71417950645,2026-07-03T19:39:00Z,V4C5K1H70MA3M4FJMQNH6YQCTR,https://www.propertyfinder.ae/en/plp/rent/duplex-for-rent-dubai-al-furjan-gemz-by-danube-110990931.html
rent,Lavish | Premium Furnishing | Available August,SLS Dubai Hotel & Residences,,Business Bay,Dubai,Duplex,1,2,1202,YES,149950,170398,12,yearly,Alev Oncu,Driven Properties,71241457106,2026-06-12T06:16:14Z,DP-R-63339,https://www.propertyfinder.ae/en/plp/rent/duplex-for-rent-dubai-business-bay-sls-dubai-hotel-residences-101692689.html
rent,Exclusive 3+Maid | Gated Community | SPACIOUS UNIT,Warsan Village Block B,Warsan Village,International City,Dubai,Townhouse,3,4,1701,NO,110000,125000,12,yearly,Sahil Khan Pathan,Ahmed Al Sheebani Real Estate L.L.C,6515455940,2026-07-22T13:06:54Z,V0V74T2H54CVHQYSZ9ZR2R6AA4,https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-international-city-warsan-village-warsan-village-block-b-119734576.html
rent,Vacant | Furnished | Upgraded | 12 Cheques,The Dania District 2,Midtown,Dubai Production City (IMPZ),Dubai,Apartment,studio,1,426,NO,52990,60216,12,yearly,Mishel Wehbe,fam Properties - Branch 6,7128604964,2026-07-24T13:12:11Z,PF-rIxV-AR-111741,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-production-city-impz-midtown-the-dania-district-2-120665689.html
sale,Available Whole Building | High ROI,Building 210,Mogul Cluster,Discovery Gardens,Dubai,Whole Building,7+,7+,15852,PARTLY,41000000,46067416,11,sell,Igor Davydenko,S P INVEST REAL ESTATE,6544323560,2026-06-04T08:38:11Z,UID-70-MOGUL,https://www.propertyfinder.ae/en/plp/buy/whole-building-for-sale-dubai-discovery-gardens-mogul-cluster-building-210-98247493.html
sale,Luxury 6BR Villa | Private Pool | Palm Jebel Ali,The Beach Collection Villas,Villa Tropical Mist Frond N,Palm Jebel Ali,Dubai,Villa,6,7,7569,YES,20000000,22471910,11,sell,Sana Sohail,Allegiance Real Estate,65483171527,2026-06-30T10:29:34Z,AGR-S-00894,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-palm-jebel-ali-the-beach-collection-villas-villa-tropical-mist-villa-tropical-mist-frond-n-109495132.html
sale,Turnkey 6BR | SP AED 12M | FF |Pool & Elevator,Meydan Gated Community,Grand Views,Meydan,Dubai,Villa,6,7+,5511,YES,12000000,13483146,11,sell,Sajawal Bashir,Realty Force Real Estate Brokers,6526162629,2026-07-14T07:38:47Z,B2M6BM8FP4JGXPGTC2KSGSJ8PG,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-meydan-meydan-gated-community-grand-views-115911317.html
sale,Custom Built | 6 Bed Mansion | Vastu | Vacant,Al Furjan West,,Al Furjan,Dubai,Villa,6,7,6641,NO,8500000,9550562,11,sell,Mark Sherman,Allsopp & Allsopp - Motor City Sales,6511771285,2026-06-17T05:45:13Z,L-299368,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-al-furjan-al-furjan-west-103677255.html
sale,6BR+Maid | Bargain Deal | Direct Park Access,Belair Damac Hills - By Trump Estates,Belair Damac Hills - By Trump Estates,Damac Hills,Dubai,Villa,6,6,3094,NO,5800000,6516854,11,sell,Mohammad Kheder,GHADERI REALTY L.L.C,6547855519,2026-06-06T08:20:16Z,1030802778235,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-damac-hills-belair-damac-hills-by-trump-estates-99119447.html
sale,4BHK - TH | Multiple Option | Community Expert,Emaar South,Greenway 2,Dubai South (Dubai World Central),Dubai,Townhouse,4,4,3897,NO,3990000,4483146,11,sell,Ahmad  Al Khatib,Coldwell Banker - Swap,69620477929,2026-07-02T12:28:03Z,CB-S-007832,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-dubai-south-dubai-world-central-emaar-south-greenway-2-110525215.html
sale,Luxury 5BR | Resort-Style Living | Premium Villa,Fiji 2,Fiji 2,DAMAC Islands,Dubai,Villa,5,6,2594,NO,3450000,3876404,11,sell,Savneet Singh,HABSTONE HOMES REAL ESTATE,69711506003,2026-07-04T11:17:39Z,JAM38GNES1FXBYH50ZAEBMPF1W,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-damac-islands-fiji-2-111416650.html
sale,High Floor | Majestic Burj Al Arab and Sea Views,Serenia Residences North,Serenia Residences The Palm,Palm Jumeirah,Dubai,Apartment,1,2,935,NO,3300000,3707865,11,sell,Almaz Tesfamariam,Driven Properties,7121082732,2026-07-20T11:20:46Z,DPF-S-54841,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-palm-jumeirah-the-crescent-serenia-residences-the-palm-serenia-residences-north-118589278.html
sale,"Investment Unit , Zero Maintenance liability",Ciel Tower,Ciel Tower,Dubai Marina,Dubai,Apartment,studio,1,371,YES,3100000,3483146,11,sell,Naveen Bhalla,BELGRAVIA BAYT REAL ESTATE L.L.C,71216043397,2026-04-30T11:16:52Z,NB-108712-cXoNiO,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-dubai-marina-ciel-tower-83232763.html
sale,"Below OP | Vastu Compliance, Sgl  Row| HO 3Q 2028",Venera,Venera,The Valley,Dubai,Townhouse,4,4,2945,NO,2990000,3359551,11,sell,Rosita Fernando,Fairfield Real Estate Broker LLC,69629402142,2026-06-05T13:06:31Z,TV010626S-R,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-the-valley-venera-98706186.html
sale,Fully Upgraded | Golf View | Vacant On Transfer,Golf Promenade 4A,Golf Promenade 4,Damac Hills,Dubai,Apartment,3,4,1721,YES,2670000,3000000,11,sell,Muhammad Maaz  Arshad,fam Properties - Branch 29,7116762607,2026-07-08T13:52:15Z,PF-qYWF-AS-175749,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-damac-hills-golf-town-golf-promenade-4-golf-promenade-4a-113277821.html
sale,Custom Made  |  Brand New  |  4Beedroom+Maid,Hawthorn,Hawthorn,Damac Hills 2,Dubai,Townhouse,4,4,1881,PARTLY,2500000,2808989,11,sell,Mahmoud Gouda,Homes 4 Life Real Estate - 71,65489567454,2026-07-10T12:21:27Z,H4L-3626326,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-damac-hills-2-hawthorn-114170810.html
sale,Brand New | Best Price | Motivated Seller,Equiti Home B,Equiti Home,Al Furjan,Dubai,Apartment,3,2,1540,NO,1650000,1853933,11,sell,Harsha Lalwani,Driven Properties,71586907547,2026-07-20T11:50:45Z,DPF-S-54973,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-equiti-home-al-furjan-equiti-home-b-118591565.html
sale,VIEWZ BY DANUBE | LAKE VIEW STUDIO | JLT,Viewz 1 by Danube,Viewz by DANUBE,Jumeirah Lake Towers,Dubai,Apartment,studio,1,400,NO,1025000,1151685,11,sell,Miss Pornpimol Srilert,EVA Real Estate LLC,71497794613,2026-07-03T12:45:45Z,eva-4663,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-jumeirah-lake-towers-viewz-by-danube-viewz-1-by-danube-110977959.html
sale,Luxury Studio | 40+ Luxurious Amenities | High ROI,Diamondz By Danube,Diamondz By Danube,Jumeirah Lake Towers,Dubai,Apartment,studio,1,419,YES,980000,1101124,11,sell,Bahareh Davood Rakhshbahar,New Way Real Estate Brokers,71603271109,2026-06-18T11:01:16Z,Ne-S-Ba7419,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-jumeirah-lake-towers-diamondz-by-danube-104250641.html
sale,High Floor | Elegant Living| Great Investment,District 15,One Sky Park,Jumeirah Village Circle,Dubai,Apartment,studio,1,429,NO,850000,955056,11,sell,Hui Jiang,XSPACE REAL ESTATE,71651125770,2026-07-07T09:35:12Z,XSPAC-S-108391,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-jumeirah-village-circle-district-15-one-sky-park-112742127.html
rent,Luxurious Presidential Suite - All Bills Included,Sheraton Grand Hotel,,Sheikh Zayed Road,Dubai,Penthouse,2,2,2282,YES,850000,955056,11,yearly,Junaid Hameed,Sheraton Grand Hotel,,2026-07-20T14:43:33Z,72B51Q7RV9BCQ15S574FEY74S0,https://www.propertyfinder.ae/en/plp/rent/penthouse-for-rent-dubai-sheikh-zayed-road-sheraton-grand-hotel-118601356.html
sale,Investor Deal | Smart House | Fully Furnished,Guzel Towers,District 1,Jumeirah Village Triangle,Dubai,Apartment,studio,1,323,YES,580000,651685,11,sell,Ksenia Zaytseva,D&B Properties,71703321134,2026-07-06T10:44:56Z,DB-S-64658,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-jumeirah-village-triangle-district-1-guzel-towers-112296868.html
sale,Luxury Upgraded | Prime Location | Biggest Layout,Carson C,Carson,Damac Hills,Dubai,Apartment,studio,1,406,YES,550000,617978,11,sell,Angele Baude,Property Solvers Real Estate Brokers,7117690408,2026-07-04T10:29:02Z,PSRE-S-2388,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-damac-hills-carson-carson-c-111413867.html
